0.928106, -0.528283, -0.868717, 0.023775
0.928332, -0.528551, -0.868717, 0.046419
0.928332, -0.528551, -0.868717, 0.046419
0.928332, -0.528551, -0.868717, 0.046419
0.928702, -0.528988, -0.868717, 0.067987
0.928702, -0.528988, -0.868717, 0.067987
0.929207, -0.529586, -0.868717, 0.088529
0.929207, -0.529586, -0.868717, 0.088529
0.929842, -0.530336, -0.868717, 0.108095
0.929842, -0.530336, -0.868717, 0.108095
0.930600, -0.531233, -0.868717, 0.126730
0.931476, -0.532268, -0.868717, 0.144479
0.932464, -0.533436, -0.868717, 0.161384
0.932464, -0.533436, -0.868717, 0.161384
0.932464, -0.533436, -0.868717, 0.161384
0.933558, -0.534729, -0.868717, 0.177485
0.934753, -0.536143, -0.868717, 0.192821
0.934753, -0.536143, -0.868717, 0.192821
0.934753, -0.536143, -0.868717, 0.192821
0.936046, -0.537671, -0.868717, 0.207427
0.937430, -0.539308, -0.868717, 0.221339
0.937430, -0.539308, -0.868717, 0.221339
0.937430, -0.539308, -0.868717, 0.221339
0.938903, -0.541048, -0.868717, 0.234589
0.940458, -0.542887, -0.868717, 0.247210
0.940458, -0.542887, -0.868717, 0.247210
0.940458, -0.542887, -0.868717, 0.247210
0.942094, -0.544821, -0.868717, 0.259230
0.942094, -0.544821, -0.868717, 0.259230
0.943805, -0.546844, -0.868717, 0.270678
0.945588, -0.548952, -0.868717, 0.281583
0.945588, -0.548952, -0.868717, 0.281583
0.947440, -0.551141, -0.868717, 0.291968
0.949358, -0.553408, -0.868717, 0.301860
0.951337, -0.555749, -0.868717, 0.311282
0.951337, -0.555749, -0.868717, 0.311282
0.953377, -0.558160, -0.868717, 0.320255
0.955472, -0.560638, -0.868717, 0.328802
0.957622, -0.563179, -0.868717, 0.336943
0.959823, -0.565781, -0.868717, 0.344696
0.959823, -0.565781, -0.868717, 0.344696
0.962073, -0.568441, -0.868717, 0.352081
0.962073, -0.568441, -0.868717, 0.352081
0.964370, -0.571156, -0.868717, 0.359114
0.966710, -0.573924, -0.868717, 0.365813
0.966710, -0.573924, -0.868717, 0.365813
0.969093, -0.576741, -0.868717, 0.372194
0.971517, -0.579606, -0.868717, 0.378271
0.973978, -0.582516, -0.868717, 0.384059
0.973978, -0.582516, -0.868717, 0.384059
0.976476, -0.585470, -0.868717, 0.389572
0.976476, -0.585470, -0.868717, 0.389572
0.979009, -0.588464, -0.868717, 0.394823
0.981575, -0.591498, -0.868717, 0.399824
0.984173, -0.594568, -0.868717, 0.404588
0.984173, -0.594568, -0.868717, 0.404588
0.986800, -0.597675, -0.868717, 0.409125
0.989456, -0.600815, -0.868717, 0.413446
0.992140, -0.603987, -0.868717, 0.417561
0.994849, -0.607190, -0.868717, 0.421481
0.994849, -0.607190, -0.868717, 0.421481
0.997583, -0.610423, -0.868717, 0.425215
1.000340, -0.613683, -0.868717, 0.428771
1.000340, -0.613683, -0.868717, 0.428771
1.003120, -0.616969, -0.868717, 0.432158
1.003120, -0.616969, -0.868717, 0.432158
1.005922, -0.620281, -0.868717, 0.435384
1.008743, -0.623617, -0.868717, 0.438456
1.008743, -0.623617, -0.868717, 0.438456
1.008743, -0.623617, -0.868717, 0.438456
1.011584, -0.626976, -0.868717, 0.441383
1.014444, -0.630356, -0.868717, 0.444170
1.017321, -0.633758, -0.868717, 0.446825
1.020215, -0.637179, -0.868717, 0.449353
1.020215, -0.637179, -0.868717, 0.449353
1.023124, -0.640619, -0.868717, 0.451761
1.026049, -0.644077, -0.868717, 0.454055
1.026049, -0.644077, -0.868717, 0.454055
1.028989, -0.647552, -0.868717, 0.456240
1.028989, -0.647552, -0.868717, 0.456240
1.031942, -0.651043, -0.868717, 0.458321
1.031942, -0.651043, -0.868717, 0.458321
1.031942, -0.651043, -0.868717, 0.458321
1.034908, -0.654550, -0.868717, 0.460302
1.037887, -0.658072, -0.868717, 0.462190
1.037887, -0.658072, -0.868717, 0.462190
1.040878, -0.661608, -0.868717, 0.463988
1.040878, -0.661608, -0.868717, 0.463988
1.043880, -0.665157, -0.868717, 0.465700
1.046892, -0.668718, -0.868717, 0.467331
1.046892, -0.668718, -0.868717, 0.467331
1.049915, -0.672292, -0.868717, 0.468885
1.052948, -0.675878, -0.868717, 0.470364
1.052948, -0.675878, -0.868717, 0.470364
1.055990, -0.679475, -0.868717, 0.471773
1.059042, -0.683082, -0.868717, 0.473116
1.062101, -0.686699, -0.868717, 0.474394
1.065169, -0.690326, -0.868717, 0.475611
1.065169, -0.690326, -0.868717, 0.475611
1.068244, -0.693961, -0.868717, 0.476771
1.071327, -0.697606, -0.868717, 0.477876
1.074416, -0.701258, -0.868717, 0.478928
1.077512, -0.704919, -0.868717, 0.479930
1.080615, -0.708587, -0.868717, 0.480884
1.083723, -0.712262, -0.868717, 0.481793
1.083723, -0.712262, -0.868717, 0.481793
1.086838, -0.715943, -0.868717, 0.482659
1.089957, -0.719632, -0.868717, 0.483483
1.089957, -0.719632, -0.868717, 0.483483
1.093082, -0.723326, -0.868717, 0.484269
1.096212, -0.727026, -0.868717, 0.485017
1.099347, -0.730732, -0.868717, 0.485729
1.099347, -0.730732, -0.868717, 0.485729
1.102486, -0.734443, -0.868717, 0.486408
1.105629, -0.738160, -0.868717, 0.487054
1.105629, -0.738160, -0.868717, 0.487054
1.105629, -0.738160, -0.868717, 0.487054
1.108776, -0.741881, -0.868717, 0.487670
1.108776, -0.741881, -0.868717, 0.487670
1.111928, -0.745606, -0.868717, 0.488256
1.115083, -0.749336, -0.868717, 0.488814
1.115083, -0.749336, -0.868717, 0.488814
1.118241, -0.753070, -0.868717, 0.489346
1.118241, -0.753070, -0.868717, 0.489346
1.121403, -0.756808, -0.868717, 0.489853
1.124568, -0.760550, -0.868717, 0.490335
1.124568, -0.760550, -0.868717, 0.490335
1.127736, -0.764296, -0.868717, 0.490795
1.130907, -0.768045, -0.868717, 0.491233
1.134081, -0.771797, -0.868717, 0.491649
1.134081, -0.771797, -0.868717, 0.491649
1.137257, -0.775552, -0.868717, 0.492047
1.137257, -0.775552, -0.868717, 0.492047
1.140436, -0.779310, -0.868717, 0.492425
1.143618, -0.783071, -0.868717, 0.492785
1.146801, -0.786835, -0.868717, 0.493128
1.149987, -0.790601, -0.868717, 0.493455
1.149987, -0.790601, -0.868717, 0.493455
1.153175, -0.794370, -0.868717, 0.493766
1.156364, -0.798141, -0.868717, 0.494062
1.159556, -0.801914, -0.868717, 0.494345
1.162749, -0.805690, -0.868717, 0.494614
1.165944, -0.809467, -0.868717, 0.494870
1.169141, -0.813246, -0.868717, 0.495114
1.172339, -0.817027, -0.868717, 0.495346
1.172339, -0.817027, -0.868717, 0.495346
1.175539, -0.820810, -0.868717, 0.495567
1.175539, -0.820810, -0.868717, 0.495567
1.178740, -0.824595, -0.868717, 0.495778
1.178740, -0.824595, -0.868717, 0.495778
1.181942, -0.828381, -0.868717, 0.495979
1.181942, -0.828381, -0.868717, 0.495979
1.185146, -0.832168, -0.868717, 0.496170
1.185146, -0.832168, -0.868717, 0.496170
1.188351, -0.835957, -0.868717, 0.496352
1.188351, -0.835957, -0.868717, 0.496352
1.191557, -0.839747, -0.868717, 0.496526
1.191557, -0.839747, -0.868717, 0.496526
1.194764, -0.843539, -0.868717, 0.496691
1.197972, -0.847332, -0.868717, 0.496848
1.201181, -0.851126, -0.868717, 0.496998
1.201181, -0.851126, -0.868717, 0.496998
1.204392, -0.854921, -0.868717, 0.497141
1.207603, -0.858717, -0.868717, 0.497277
1.210814, -0.862514, -0.868717, 0.497406
1.214027, -0.866313, -0.868717, 0.497530
1.217241, -0.870112, -0.868717, 0.497647
1.217241, -0.870112, -0.868717, 0.497647
1.220455, -0.873912, -0.868717, 0.497759
1.223670, -0.877713, -0.868717, 0.497866
1.226885, -0.881514, -0.868717, 0.497967
1.226885, -0.881514, -0.868717, 0.497967
1.230101, -0.885316, -0.868717, 0.498064
1.233318, -0.889120, -0.868717, 0.498156
1.233318, -0.889120, -0.868717, 0.498156
1.236536, -0.892923, -0.868717, 0.498243
1.236536, -0.892923, -0.868717, 0.498243
1.239754, -0.896728, -0.868717, 0.498327
1.239754, -0.896728, -0.868717, 0.498327
1.242972, -0.900533, -0.868717, 0.498407
1.246191, -0.904338, -0.868717, 0.498482
1.249411, -0.908145, -0.868717, 0.498554
1.249411, -0.908145, -0.868717, 0.498554
1.252631, -0.911951, -0.868717, 0.498623
1.255851, -0.915759, -0.868717, 0.498689
1.259072, -0.919566, -0.868717, 0.498751
1.262293, -0.923374, -0.868717, 0.498810
1.265514, -0.927183, -0.868717, 0.498867
1.268736, -0.930992, -0.868717, 0.498921
1.271958, -0.934802, -0.868717, 0.498972
1.275181, -0.938611, -0.868717, 0.499021
1.275181, -0.938611, -0.868717, 0.499021
1.278404, -0.942422, -0.868717, 0.499068
1.281627, -0.946232, -0.868717, 0.499112
1.281627, -0.946232, -0.868717, 0.499112
1.284850, -0.950043, -0.868717, 0.499154
1.284850, -0.950043, -0.868717, 0.499154
1.288074, -0.953854, -0.868717, 0.499194
1.288074, -0.953854, -0.868717, 0.499194
1.291298, -0.957666, -0.868717, 0.499233
1.294522, -0.961478, -0.868717, 0.499269
1.297747, -0.965290, -0.868717, 0.499304
1.300971, -0.969102, -0.868717, 0.499337
1.300971, -0.969102, -0.868717, 0.499337
1.304196, -0.972915, -0.868717, 0.499369
1.304196, -0.972915, -0.868717, 0.499369
1.307421, -0.976727, -0.868717, 0.499399
1.310647, -0.980540, -0.868717, 0.499427
1.310647, -0.980540, -0.868717, 0.499427
1.313872, -0.984354, -0.868717, 0.499454
1.317098, -0.988167, -0.868717, 0.499480
1.320323, -0.991981, -0.868717, 0.499505
1.323549, -0.995795, -0.868717, 0.499529
1.323549, -0.995795, -0.868717, 0.499529
1.326775, -0.999609, -0.868717, 0.499551
1.330001, -1.003423, -0.868717, 0.499572
1.333228, -1.007237, -0.868717, 0.499593
1.333228, -1.007237, -0.868717, 0.499593
1.336454, -1.011051, -0.868717, 0.499612
1.336454, -1.011051, -0.868717, 0.499612
1.339681, -1.014866, -0.868717, 0.499631
1.342908, -1.018681, -0.868717, 0.499648
1.342908, -1.018681, -0.868717, 0.499648
1.346134, -1.022496, -0.868717, 0.499665
1.346134, -1.022496, -0.868717, 0.499665
1.349361, -1.026311, -0.868717, 0.499681
1.352588, -1.030126, -0.868717, 0.499696
1.355815, -1.033941, -0.868717, 0.499710
1.359043, -1.037756, -0.868717, 0.499724
1.359043, -1.037756, -0.868717, 0.499724
1.359043, -1.037756, -0.868717, 0.499724
1.362270, -1.041572, -0.868717, 0.499737
1.365497, -1.045387, -0.868717, 0.499750
1.365497, -1.045387, -0.868717, 0.499750
1.368725, -1.049203, -0.868717, 0.499762
1.368725, -1.049203, -0.868717, 0.499762
